#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::irregulares
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"obtener, ellos, futuro",obtener,uzyskać,to get,ellos,futuro_simple,obten<em>dr</em>án,,true,,
"oír, yo, presente",oír,słyszeć,to hear,yo,presente,o<em>ig</em>o,,true,,conjugation::basic-verb
"oír, tú, presente",oír,słyszeć,to hear,tu,presente,o<em>y</em>es,,true,,conjugation::basic-verb
"oír, él, presente",oír,słyszeć,to hear,el,presente,o<em>y</em>e,,true,,conjugation::basic-verb
"oír, ns, presente",oír,słyszeć,to hear,ns,presente,o<em>í</em>mos,,true,,conjugation::basic-verb
"oír, ellos, presente",oír,słyszeć,to hear,ellos,presente,o<em>y</em>en,,true,,conjugation::basic-verb
"oír, tú, pret. indefinido",oír,słyszeć,to hear,tu,pret_indefinido,o<em>í</em>ste,,true,,conjugation::basic-verb
"oír, él, pret. indefinido",oír,słyszeć,to hear,el,pret_indefinido,o<em>y</em>ó,,true,,conjugation::basic-verb
"oír, ns, pret. indefinido",oír,słyszeć,to hear,ns,pret_indefinido,o<em>í</em>mos,,true,,conjugation::basic-verb
"oír, vs, pret. indefinido",oír,słyszeć,to hear,vs,pret_indefinido,o<em>í</em>steis,,true,,conjugation::basic-verb
"oír, ellos, pret. indefinido",oír,słyszeć,to hear,ellos,pret_indefinido,o<em>y</em>eron,,true,,conjugation::basic-verb
"oír, yo, pret. perfecto",oír,słyszeć,to hear,yo,pret_perfecto,he o<em>í</em>do,,true,,conjugation::basic-verb
"oír, tú, pret. perfecto",oír,słyszeć,to hear,tu,pret_perfecto,has o<em>í</em>do,,true,,conjugation::basic-verb
"oír, él, pret. perfecto",oír,słyszeć,to hear,el,pret_perfecto,ha o<em>í</em>do,,true,,conjugation::basic-verb
"oír, ns, pret. perfecto",oír,słyszeć,to hear,ns,pret_perfecto,hemos o<em>í</em>do,,true,,conjugation::basic-verb
"oír, vs, pret. perfecto",oír,słyszeć,to hear,vs,pret_perfecto,habéis o<em>í</em>do,,true,,conjugation::basic-verb
"oír, ellos, pret. perfecto",oír,słyszeć,to hear,ellos,pret_perfecto,han o<em>í</em>do,,true,,conjugation::basic-verb
"oír, yo, presente progresivo",oír,słyszeć,to hear,yo,presente_progresivo,estoy o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, tú, presente progresivo",oír,słyszeć,to hear,tu,presente_progresivo,estás o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, él, presente progresivo",oír,słyszeć,to hear,el,presente_progresivo,está o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, ns, presente progresivo",oír,słyszeć,to hear,ns,presente_progresivo,estamos o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, vs, presente progresivo",oír,słyszeć,to hear,vs,presente_progresivo,estáis o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, ellos, presente progresivo",oír,słyszeć,to hear,ellos,presente_progresivo,están o<em>y</em>endo,,true,,conjugation::basic-verb
"oír, tú, imperativo",oír,słyszeć,to hear,tu,imperativo,o<em>y</em>e,,true,,conjugation::basic-verb
"oír, usted, imperativo",oír,słyszeć,to hear,ud,imperativo,o<em>ig</em>a,,true,,conjugation::basic-verb
"oír, ns, imperativo",oír,słyszeć,to hear,ns,imperativo,o<em>ig</em>amos,,true,,conjugation::basic-verb
"oír, ustedes, imperativo",oír,słyszeć,to hear,uds,imperativo,o<em>ig</em>an,,true,,conjugation::basic-verb
"oler, yo, presente",oler,wąchać,to smell,yo,presente,<em>hue</em>lo,,true,,
"oler, tú, presente",oler,wąchać,to smell,tu,presente,<em>hue</em>les,,true,,
"oler, él, presente",oler,wąchać,to smell,el,presente,<em>hue</em>le,,true,,
"oler, ellos, presente",oler,wąchać,to smell,ellos,presente,<em>hue</em>len,,true,,
"oler, tú, imperativo",oler,wąchać,to smell,tu,imperativo,<em>hue</em>le,,true,,
"oler, usted, imperativo",oler,wąchać,to smell,ud,imperativo,<em>hue</em>la,,true,,
"oler, ustedes, imperativo",oler,wąchać,to smell,uds,imperativo,<em>hue</em>lan,,true,,
"parecer, yo, presente",parecer,przypominać,to seem,yo,presente,pare<em>z</em>co,,true,,
"parecer, usted, imperativo",parecer,przypominać,to seem,ud,imperativo,pare<em>z</em>ca,,true,,
"parecer, ns, imperativo",parecer,przypominać,to seem,ns,imperativo,pare<em>z</em>camos,,true,,
"parecer, ustedes, imperativo",parecer,przypominać,to seem,uds,imperativo,pare<em>z</em>can,,true,,
"pedir, yo, presente",pedir,poprosić,to ask for,yo,presente,p<em>i</em>do,,true,,conjugation::basic-verb
"pedir, tú, presente",pedir,poprosić,to ask for,tu,presente,p<em>i</em>des,,true,,conjugation::basic-verb
"pedir, él, presente",pedir,poprosić,to ask for,el,presente,p<em>i</em>de,,true,,conjugation::basic-verb
"pedir, ellos, presente",pedir,poprosić,to ask for,ellos,presente,p<em>i</em>den,,true,,conjugation::basic-verb
"pedir, él, pret. indefinido",pedir,poprosić,to ask for,el,pret_indefinido,p<em>i</em>dió,,true,,conjugation::basic-verb
"pedir, ellos, pret. indefinido",pedir,poprosić,to ask for,ellos,pret_indefinido,p<em>i</em>dieron,,true,,conjugation::basic-verb
"pedir, yo, presente progresivo",pedir,poprosić,to ask for,yo,presente_progresivo,estoy p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, tú, presente progresivo",pedir,poprosić,to ask for,tu,presente_progresivo,estás p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, él, presente progresivo",pedir,poprosić,to ask for,el,presente_progresivo,está p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, ns, presente progresivo",pedir,poprosić,to ask for,ns,presente_progresivo,estamos p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, vs, presente progresivo",pedir,poprosić,to ask for,vs,presente_progresivo,estáis p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, ellos, presente progresivo",pedir,poprosić,to ask for,ellos,presente_progresivo,están p<em>i</em>diendo,,true,,conjugation::basic-verb
"pedir, tú, imperativo",pedir,poprosić,to ask for,tu,imperativo,p<em>i</em>de,,true,,conjugation::basic-verb
"pedir, usted, imperativo",pedir,poprosić,to ask for,ud,imperativo,p<em>i</em>da,,true,,conjugation::basic-verb
"pedir, ns, imperativo",pedir,poprosić,to ask for,ns,imperativo,p<em>i</em>damos,,true,,conjugation::basic-verb
"pedir, ustedes, imperativo",pedir,poprosić,to ask for,uds,imperativo,p<em>i</em>dan,,true,,conjugation::basic-verb
"pensar, yo, presente",pensar,myśleć,to think,yo,presente,p<em>i</em>enso,myślę,true,,conjugation::basic-verb
"pensar, tú, presente",pensar,myśleć,to think,tu,presente,p<em>i</em>ensas,myślisz,true,,conjugation::basic-verb
"pensar, él, presente",pensar,myśleć,to think,el,presente,p<em>i</em>ensa,myśli,true,,conjugation::basic-verb
"pensar, ellos, presente",pensar,myśleć,to think,ellos,presente,p<em>i</em>ensan,myślią,true,,conjugation::basic-verb
"pensar, tú, imperativo",pensar,myśleć,to think,tu,imperativo,p<em>i</em>ensa,,true,,conjugation::basic-verb
"pensar, usted, imperativo",pensar,myśleć,to think,ud,imperativo,p<em>i</em>ense,,true,,conjugation::basic-verb
"pensar, ustedes, imperativo",pensar,myśleć,to think,uds,imperativo,p<em>i</em>ensen,,true,,conjugation::basic-verb
"poder, yo, presente",poder,móc,to be able to,yo,presente,p<em>ue</em>do,mogę,true,,conjugation::basic-verb
"poder, tú, presente",poder,móc,to be able to,tu,presente,p<em>ue</em>des,możesz,true,,conjugation::basic-verb
"poder, él, presente",poder,móc,to be able to,el,presente,p<em>ue</em>de,może,true,,conjugation::basic-verb
"poder, ellos, presente",poder,móc,to be able to,ellos,presente,p<em>ue</em>den,możą,true,,conjugation::basic-verb
"poder, yo, pret. indefinido",poder,móc,to be able to,yo,pret_indefinido,p<em>ude</em>,mógłem,true,,conjugation::basic-verb
"poder, tú, pret. indefinido",poder,móc,to be able to,tu,pret_indefinido,p<em>u</em>diste,mógłeś,true,,conjugation::basic-verb
"poder, él, pret. indefinido",poder,móc,to be able to,el,pret_indefinido,p<em>udo</em>,mógł,true,,conjugation::basic-verb
"poder, ns, pret. indefinido",poder,móc,to be able to,ns,pret_indefinido,p<em>u</em>dimos,mogliśmy,true,,conjugation::basic-verb
"poder, vs, pret. indefinido",poder,móc,to be able to,vs,pret_indefinido,p<em>u</em>disteis,mogliście,true,,conjugation::basic-verb
"poder, ellos, pret. indefinido",poder,móc,to be able to,ellos,pret_indefinido,p<em>u</em>dieron,mogli,true,,conjugation::basic-verb
"poder, yo, presente progresivo",poder,móc,to be able to,yo,presente_progresivo,estoy p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, tú, presente progresivo",poder,móc,to be able to,tu,presente_progresivo,estás p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, él, presente progresivo",poder,móc,to be able to,el,presente_progresivo,está p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, ns, presente progresivo",poder,móc,to be able to,ns,presente_progresivo,estamos p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, vs, presente progresivo",poder,móc,to be able to,vs,presente_progresivo,estáis p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, ellos, presente progresivo",poder,móc,to be able to,ellos,presente_progresivo,están p<em>u</em>diendo,,true,,conjugation::basic-verb
"poder, tú, imperativo",poder,móc,to be able to,tu,imperativo,p<em>ue</em>de,,true,,conjugation::basic-verb
"poder, usted, imperativo",poder,móc,to be able to,ud,imperativo,p<em>ue</em>da,,true,,conjugation::basic-verb
"poder, ustedes, imperativo",poder,móc,to be able to,uds,imperativo,p<em>ue</em>dan,,true,,conjugation::basic-verb
"poder, yo, futuro",poder,móc,to be able to,yo,futuro_simple,pod<em>r</em>é,,true,,conjugation::basic-verb
"poder, tú, futuro",poder,móc,to be able to,tu,futuro_simple,pod<em>r</em>ás,,true,,conjugation::basic-verb
"poder, él, futuro",poder,móc,to be able to,el,futuro_simple,pod<em>r</em>á,,true,,conjugation::basic-verb
"poder, ns, futuro",poder,móc,to be able to,ns,futuro_simple,pod<em>r</em>emos,,true,,conjugation::basic-verb
"poder, vs, futuro",poder,móc,to be able to,vs,futuro_simple,pod<em>r</em>éis,,true,,conjugation::basic-verb
"poder, ellos, futuro",poder,móc,to be able to,ellos,futuro_simple,pod<em>r</em>án,,true,,conjugation::basic-verb
"poner, yo, presente",poner,kłaść,to put,yo,presente,pon<em>g</em>o,,true,poner,conjugation::basic-verb
"poner, yo, pret. indefinido",poner,kłaść,to put,yo,pret_indefinido,p<em>use</em>,,true,poner,conjugation::basic-verb
"poner, tú, pret. indefinido",poner,kłaść,to put,tu,pret_indefinido,p<em>us</em>iste,,true,poner,conjugation::basic-verb
"poner, él, pret. indefinido",poner,kłaść,to put,el,pret_indefinido,p<em>uso</em>,,true,poner,conjugation::basic-verb
"poner, ns, pret. indefinido",poner,kłaść,to put,ns,pret_indefinido,p<em>us</em>imos,,true,poner,conjugation::basic-verb
"poner, vs, pret. indefinido",poner,kłaść,to put,vs,pret_indefinido,p<em>us</em>isteis,,true,poner,conjugation::basic-verb
"poner, ellos, pret. indefinido",poner,kłaść,to put,ellos,pret_indefinido,p<em>us</em>ieron,,true,poner,conjugation::basic-verb
"poner, yo, pret. perfecto",poner,kłaść,to put,yo,pret_perfecto,he p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, tú, pret. perfecto",poner,kłaść,to put,tu,pret_perfecto,has p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, él, pret. perfecto",poner,kłaść,to put,el,pret_perfecto,ha p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, ns, pret. perfecto",poner,kłaść,to put,ns,pret_perfecto,hemos p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, vs, pret. perfecto",poner,kłaść,to put,vs,pret_perfecto,habéis p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, ellos, pret. perfecto",poner,kłaść,to put,ellos,pret_perfecto,han p<em>uest</em>o,,true,poner,conjugation::basic-verb
"poner, tú, imperativo",poner,kłaść,to put,tu,imperativo,po<em>n</em>,,true,poner,conjugation::basic-verb
"poner, usted, imperativo",poner,kłaść,to put,ud,imperativo,pon<em>g</em>a,,true,poner,conjugation::basic-verb
"poner, ns, imperativo",poner,kłaść,to put,ns,imperativo,pon<em>g</em>amos,,true,poner,conjugation::basic-verb
"poner, ustedes, imperativo",poner,kłaść,to put,uds,imperativo,pon<em>g</em>an,,true,poner,conjugation::basic-verb
"poner, yo, futuro",poner,kłaść,to put,yo,futuro_simple,pon<em>dr</em>é,,true,poner,conjugation::basic-verb
"poner, tú, futuro",poner,kłaść,to put,tu,futuro_simple,pon<em>dr</em>ás,,true,poner,conjugation::basic-verb
"poner, él, futuro",poner,kłaść,to put,el,futuro_simple,pon<em>dr</em>á,,true,poner,conjugation::basic-verb
"poner, ns, futuro",poner,kłaść,to put,ns,futuro_simple,pon<em>dr</em>emos,,true,poner,conjugation::basic-verb
"poner, vs, futuro",poner,kłaść,to put,vs,futuro_simple,pon<em>dr</em>éis,,true,poner,conjugation::basic-verb
"poner, ellos, futuro",poner,kłaść,to put,ellos,futuro_simple,pon<em>dr</em>án,,true,poner,conjugation::basic-verb
"preferir, yo, presente",preferir,preferować,to prefer,yo,presente,pref<em>i</em>ero,preferuję,true,,
"preferir, tú, presente",preferir,preferować,to prefer,tu,presente,pref<em>i</em>eres,preferujesz,true,,
"preferir, él, presente",preferir,preferować,to prefer,el,presente,pref<em>i</em>ere,preferuje,true,,
"preferir, ellos, presente",preferir,preferować,to prefer,ellos,presente,pref<em>i</em>eren,preferują,true,,
"preferir, él, pret. indefinido",preferir,preferować,to prefer,el,pret_indefinido,pref<em>i</em>rió,preferował,true,,
"preferir, ellos, pret. indefinido",preferir,preferować,to prefer,ellos,pret_indefinido,pref<em>i</em>rieron,preferowali,true,,
"preferir, yo, presente progresivo",preferir,preferować,to prefer,yo,presente_progresivo,estoy pref<em>i</em>riendo,,true,,
"preferir, tú, presente progresivo",preferir,preferować,to prefer,tu,presente_progresivo,estás pref<em>i</em>riendo,,true,,
"preferir, él, presente progresivo",preferir,preferować,to prefer,el,presente_progresivo,está pref<em>i</em>riendo,,true,,
"preferir, ns, presente progresivo",preferir,preferować,to prefer,ns,presente_progresivo,estamos pref<em>i</em>riendo,,true,,
"preferir, vs, presente progresivo",preferir,preferować,to prefer,vs,presente_progresivo,estáis pref<em>i</em>riendo,,true,,
"preferir, ellos, presente progresivo",preferir,preferować,to prefer,ellos,presente_progresivo,están pref<em>i</em>riendo,,true,,
"preferir, tú, imperativo",preferir,preferować,to prefer,tu,imperativo,pref<em>i</em>ere,,true,,
"preferir, usted, imperativo",preferir,preferować,to prefer,ud,imperativo,pref<em>i</em>era,,true,,
"preferir, ns, imperativo",preferir,preferować,to prefer,ns,imperativo,pref<em>i</em>ramos,,true,,
"preferir, ustedes, imperativo",preferir,preferować,to prefer,uds,imperativo,pref<em>i</em>eran,,true,,
"prohibir, yo, presente",prohibir,zabronić,to prohibit,yo,presente,proh<em>í</em>bo,,true,,
"prohibir, tú, presente",prohibir,zabronić,to prohibit,tu,presente,proh<em>í</em>bes,,true,,
"prohibir, él, presente",prohibir,zabronić,to prohibit,el,presente,proh<em>í</em>be,,true,,
"prohibir, ellos, presente",prohibir,zabronić,to prohibit,ellos,presente,proh<em>í</em>ben,,true,,
"prohibir, tú, imperativo",prohibir,zabronić,to prohibit,tu,imperativo,proh<em>í</em>be,,true,,
"prohibir, usted, imperativo",prohibir,zabronić,to prohibit,ud,imperativo,proh<em>í</em>ba,,true,,
"prohibir, ustedes, imperativo",prohibir,zabronić,to prohibit,uds,imperativo,proh<em>í</em>ban,,true,,
"querer, yo, presente",querer,chcieć,to want,yo,presente,qu<em>i</em>ero,chcę,true,,conjugation::basic-verb
"querer, tú, presente",querer,chcieć,to want,tu,presente,qu<em>i</em>eres,chcesz,true,,conjugation::basic-verb
"querer, él, presente",querer,chcieć,to want,el,presente,qu<em>i</em>ere,chce,true,,conjugation::basic-verb
"querer, ellos, presente",querer,chcieć,to want,ellos,presente,qu<em>i</em>eren,chcą,true,,conjugation::basic-verb
"querer, yo, pret. indefinido",querer,chcieć,to want,yo,pret_indefinido,qu<em>ise</em>,chciałem,true,,conjugation::basic-verb
"querer, tú, pret. indefinido",querer,chcieć,to want,tu,pret_indefinido,qu<em>is</em>iste,chciałeś,true,,conjugation::basic-verb
"querer, él, pret. indefinido",querer,chcieć,to want,el,pret_indefinido,qu<em>iso</em>,chciał,true,,conjugation::basic-verb
"querer, ns, pret. indefinido",querer,chcieć,to want,ns,pret_indefinido,qu<em>is</em>imos,chcieliśmy,true,,conjugation::basic-verb
"querer, vs, pret. indefinido",querer,chcieć,to want,vs,pret_indefinido,qu<em>is</em>isteis,chcieliście,true,,conjugation::basic-verb
"querer, ellos, pret. indefinido",querer,chcieć,to want,ellos,pret_indefinido,qu<em>is</em>ieron,chcieli,true,,conjugation::basic-verb
"querer, tú, imperativo",querer,chcieć,to want,tu,imperativo,qu<em>i</em>ere,,true,,conjugation::basic-verb
"querer, usted, imperativo",querer,chcieć,to want,ud,imperativo,qu<em>i</em>era,,true,,conjugation::basic-verb
"querer, ustedes, imperativo",querer,chcieć,to want,uds,imperativo,qu<em>i</em>eran,,true,,conjugation::basic-verb
"querer, yo, futuro",querer,chcieć,to want,yo,futuro_simple,quer<em>r</em>é,,true,,conjugation::basic-verb
"querer, tú, futuro",querer,chcieć,to want,tu,futuro_simple,quer<em>r</em>ás,,true,,conjugation::basic-verb
"querer, él, futuro",querer,chcieć,to want,el,futuro_simple,quer<em>r</em>á,,true,,conjugation::basic-verb
"querer, ns, futuro",querer,chcieć,to want,ns,futuro_simple,quer<em>r</em>emos,,true,,conjugation::basic-verb
"querer, vs, futuro",querer,chcieć,to want,vs,futuro_simple,quer<em>r</em>éis,,true,,conjugation::basic-verb
"querer, ellos, futuro",querer,chcieć,to want,ellos,futuro_simple,quer<em>r</em>án,,true,,conjugation::basic-verb
"repetir, yo, presente",repetir,powtarzać,to do again,yo,presente,rep<em>i</em>to,powtarzam,true,,
"repetir, tú, presente",repetir,powtarzać,to do again,tu,presente,rep<em>i</em>tes,powtarzasz,true,,
"repetir, él, presente",repetir,powtarzać,to do again,el,presente,rep<em>i</em>te,powtarza,true,,
"repetir, ellos, presente",repetir,powtarzać,to do again,ellos,presente,rep<em>i</em>ten,powtarzją,true,,
"repetir, él, pret. indefinido",repetir,powtarzać,to do again,el,pret_indefinido,rep<em>i</em>tió,powtarzał,true,,
"repetir, ellos, pret. indefinido",repetir,powtarzać,to do again,ellos,pret_indefinido,rep<em>i</em>tieron,powtarzali,true,,
"repetir, yo, presente progresivo",repetir,powtarzać,to do again,yo,presente_progresivo,estoy rep<em>i</em>tiendo,,true,,
"repetir, tú, presente progresivo",repetir,powtarzać,to do again,tu,presente_progresivo,estás rep<em>i</em>tiendo,,true,,
"repetir, él, presente progresivo",repetir,powtarzać,to do again,el,presente_progresivo,está rep<em>i</em>tiendo,,true,,
"repetir, ns, presente progresivo",repetir,powtarzać,to do again,ns,presente_progresivo,estamos rep<em>i</em>tiendo,,true,,
"repetir, vs, presente progresivo",repetir,powtarzać,to do again,vs,presente_progresivo,estáis rep<em>i</em>tiendo,,true,,
"repetir, ellos, presente progresivo",repetir,powtarzać,to do again,ellos,presente_progresivo,están rep<em>i</em>tiendo,,true,,
"repetir, tú, imperativo",repetir,powtarzać,to do again,tu,imperativo,rep<em>i</em>te,,true,,
"repetir, usted, imperativo",repetir,powtarzać,to do again,ud,imperativo,rep<em>i</em>ta,,true,,
"repetir, ns, imperativo",repetir,powtarzać,to do again,ns,imperativo,rep<em>i</em>tamos,,true,,
"repetir, ustedes, imperativo",repetir,powtarzać,to do again,uds,imperativo,rep<em>i</em>tan,,true,,
"romperse, yo, pret. perfecto",romperse,złamać,to break,yo,pret_perfecto,me he ro<em>t</em>o,,true,,
"romperse, tú, pret. perfecto",romperse,złamać,to break,tu,pret_perfecto,te has ro<em>t</em>o,,true,,
"romperse, él, pret. perfecto",romperse,złamać,to break,el,pret_perfecto,se ha ro<em>t</em>o,,true,,
"romperse, ns, pret. perfecto",romperse,złamać,to break,ns,pret_perfecto,nos hemos ro<em>t</em>o,,true,,
"romperse, vs, pret. perfecto",romperse,złamać,to break,vs,pret_perfecto,os habéis ro<em>t</em>o,,true,,
"romperse, ellos, pret. perfecto",romperse,złamać,to break,ellos,pret_perfecto,se han ro<em>t</em>o,,true,,
"romper, yo, pret. perfecto",romper,łamać,to break,yo,pret_perfecto,he ro<em>t</em>o,,true,,
"romper, tú, pret. perfecto",romper,łamać,to break,tu,pret_perfecto,has ro<em>t</em>o,,true,,
"romper, él, pret. perfecto",romper,łamać,to break,el,pret_perfecto,ha ro<em>t</em>o,,true,,
"romper, ns, pret. perfecto",romper,łamać,to break,ns,pret_perfecto,hemos ro<em>t</em>o,,true,,
"romper, vs, pret. perfecto",romper,łamać,to break,vs,pret_perfecto,habéis ro<em>t</em>o,,true,,
"romper, ellos, pret. perfecto",romper,łamać,to break,ellos,pret_perfecto,han ro<em>t</em>o,,true,,
"saber, yo, presente",saber,wiedzieć,to know,yo,presente,s<em>é</em>,wiem,true,,conjugation::basic-verb
"saber, yo, pret. indefinido",saber,wiedzieć,to know,yo,pret_indefinido,s<em>upe</em>,wiedziałem,true,,conjugation::basic-verb
"saber, tú, pret. indefinido",saber,wiedzieć,to know,tu,pret_indefinido,s<em>up</em>iste,wiedziałeś,true,,conjugation::basic-verb
"saber, él, pret. indefinido",saber,wiedzieć,to know,el,pret_indefinido,s<em>upo</em>,wiedział,true,,conjugation::basic-verb
"saber, ns, pret. indefinido",saber,wiedzieć,to know,ns,pret_indefinido,s<em>up</em>imos,wiedzieliśmy,true,,conjugation::basic-verb
"saber, vs, pret. indefinido",saber,wiedzieć,to know,vs,pret_indefinido,s<em>up</em>isteis,wiedzieliście,true,,conjugation::basic-verb
"saber, ellos, pret. indefinido",saber,wiedzieć,to know,ellos,pret_indefinido,s<em>up</em>ieron,wiedzieli,true,,conjugation::basic-verb
"saber, usted, imperativo",saber,wiedzieć,to know,ud,imperativo,s<em>ep</em>a,,true,,conjugation::basic-verb
"saber, ns, imperativo",saber,wiedzieć,to know,ns,imperativo,s<em>ep</em>amos,,true,,conjugation::basic-verb
"saber, ustedes, imperativo",saber,wiedzieć,to know,uds,imperativo,s<em>ep</em>an,,true,,conjugation::basic-verb
"saber, yo, futuro",saber,wiedzieć,to know,yo,futuro_simple,sab<em>r</em>é,,true,,conjugation::basic-verb
"saber, tú, futuro",saber,wiedzieć,to know,tu,futuro_simple,sab<em>r</em>ás,,true,,conjugation::basic-verb
"saber, él, futuro",saber,wiedzieć,to know,el,futuro_simple,sab<em>r</em>á,,true,,conjugation::basic-verb
"saber, ns, futuro",saber,wiedzieć,to know,ns,futuro_simple,sab<em>r</em>emos,,true,,conjugation::basic-verb
"saber, vs, futuro",saber,wiedzieć,to know,vs,futuro_simple,sab<em>r</em>éis,,true,,conjugation::basic-verb
"saber, ellos, futuro",saber,wiedzieć,to know,ellos,futuro_simple,sab<em>r</em>án,,true,,conjugation::basic-verb
"sacarse, yo, pret. indefinido",sacarse,dostać,to take off,yo,pret_indefinido,me sa<em>qu</em>é,,true,,
"sacarse, usted, imperativo",sacarse,dostać,to take off,ud,imperativo,sá<em>qu</em>ese,,true,,
"sacarse, ns, imperativo",sacarse,dostać,to take off,ns,imperativo,sa<em>qu</em>émonos,,true,,
"sacarse, ustedes, imperativo",sacarse,dostać,to take off,uds,imperativo,sá<em>qu</em>ense,,true,,
"salir, yo, presente",salir,wychodzić,to go out,yo,presente,sal<em>g</em>o,wychodzę,true,,conjugation::basic-verb
"salir, tú, imperativo",salir,wychodzić,to go out,tu,imperativo,sa<em>l</em>,,true,,conjugation::basic-verb
"salir, usted, imperativo",salir,wychodzić,to go out,ud,imperativo,sal<em>g</em>a,,true,,conjugation::basic-verb
"salir, ns, imperativo",salir,wychodzić,to go out,ns,imperativo,sal<em>g</em>amos,,true,,conjugation::basic-verb
"salir, ustedes, imperativo",salir,wychodzić,to go out,uds,imperativo,sal<em>g</em>an,,true,,conjugation::basic-verb
"salir, yo, futuro",salir,wychodzić,to go out,yo,futuro_simple,sal<em>dr</em>é,,true,,conjugation::basic-verb
"salir, tú, futuro",salir,wychodzić,to go out,tu,futuro_simple,sal<em>dr</em>ás,,true,,conjugation::basic-verb
"salir, él, futuro",salir,wychodzić,to go out,el,futuro_simple,sal<em>dr</em>á,,true,,conjugation::basic-verb
"salir, ns, futuro",salir,wychodzić,to go out,ns,futuro_simple,sal<em>dr</em>emos,,true,,conjugation::basic-verb
"salir, vs, futuro",salir,wychodzić,to go out,vs,futuro_simple,sal<em>dr</em>éis,,true,,conjugation::basic-verb
"salir, ellos, futuro",salir,wychodzić,to go out,ellos,futuro_simple,sal<em>dr</em>án,,true,,conjugation::basic-verb
"seguir, yo, presente",seguir,kontynuować,to follow,yo,presente,s<em>ig</em>o,,true,,conjugation::basic-verb
"seguir, tú, presente",seguir,kontynuować,to follow,tu,presente,s<em>i</em>gues,,true,,conjugation::basic-verb
"seguir, él, presente",seguir,kontynuować,to follow,el,presente,s<em>i</em>gue,,true,,conjugation::basic-verb
"seguir, ellos, presente",seguir,kontynuować,to follow,ellos,presente,s<em>i</em>guen,,true,,conjugation::basic-verb
"seguir, él, pret. indefinido",seguir,kontynuować,to follow,el,pret_indefinido,s<em>i</em>guió,,true,,conjugation::basic-verb
"seguir, ellos, pret. indefinido",seguir,kontynuować,to follow,ellos,pret_indefinido,s<em>i</em>guieron,,true,,conjugation::basic-verb
"seguir, yo, presente progresivo",seguir,kontynuować,to follow,yo,presente_progresivo,estoy s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, tú, presente progresivo",seguir,kontynuować,to follow,tu,presente_progresivo,estás s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, él, presente progresivo",seguir,kontynuować,to follow,el,presente_progresivo,está s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, ns, presente progresivo",seguir,kontynuować,to follow,ns,presente_progresivo,estamos s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, vs, presente progresivo",seguir,kontynuować,to follow,vs,presente_progresivo,estáis s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, ellos, presente progresivo",seguir,kontynuować,to follow,ellos,presente_progresivo,están s<em>i</em>guiendo,,true,,conjugation::basic-verb
"seguir, tú, imperativo",seguir,kontynuować,to follow,tu,imperativo,s<em>i</em>gue,,true,,conjugation::basic-verb
"seguir, usted, imperativo",seguir,kontynuować,to follow,ud,imperativo,s<em>ig</em>a,,true,,conjugation::basic-verb
"seguir, ns, imperativo",seguir,kontynuować,to follow,ns,imperativo,s<em>ig</em>amos,,true,,conjugation::basic-verb
"seguir, ustedes, imperativo",seguir,kontynuować,to follow,uds,imperativo,s<em>ig</em>an,,true,,conjugation::basic-verb
"sentir, yo, presente",sentir,czuć,to feel,yo,presente,s<em>i</em>ento,czuję,true,,
"sentir, tú, presente",sentir,czuć,to feel,tu,presente,s<em>i</em>entes,czujesz,true,,
"sentir, él, presente",sentir,czuć,to feel,el,presente,s<em>i</em>ente,czuje,true,,
"sentir, ellos, presente",sentir,czuć,to feel,ellos,presente,s<em>i</em>enten,czują,true,,
"sentir, él, pret. indefinido",sentir,czuć,to feel,el,pret_indefinido,s<em>i</em>ntió,czuł,true,,
"sentir, ellos, pret. indefinido",sentir,czuć,to feel,ellos,pret_indefinido,s<em>i</em>ntieron,czuli,true,,
